PM2.5,PM10,NO2,SO2,CO,O3,AQI,Category
20.5,36.8,0.6,0.0,0.96,34.2,48.0,Good
36.7,65.9,7.5,19.1,0.52,18.9,62.0,Satisfactory
47.7,56.5,12.0,35.2,1.51,73.4,75.9,Satisfactory
0.0,1.4,30.6,2.0,0.89,27.1,51.6,Satisfactory
48.4,71.3,67.1,29.4,1.45,48.5,81.7,Satisfactory
18.0,49.2,23.7,0.0,0.0,36.6,45.1,Good
123.7,214.0,93.9,50.9,3.01,90.3,302.0,Very Poor
88.6,152.4,22.3,26.5,2.51,46.0,192.9,Moderate
57.3,94.2,18.5,11.6,1.21,43.4,96.3,Satisfactory
47.8,46.9,37.2,25.6,1.15,42.7,80.5,Satisfactory
46.3,94.1,36.3,18.4,0.43,38.0,95.1,Satisfactory
86.4,143.4,22.6,6.7,1.03,41.2,191.6,Moderate
52.8,96.6,57.1,36.3,2.0,42.1,102.3,Moderate
127.9,269.4,71.2,40.1,2.73,134.6,307.9,Very Poor
25.0,62.2,25.7,19.3,1.26,59.4,66.2,Satisfactory
49.2,77.0,42.0,11.8,1.37,64.1,79.3,Satisfactory
115.3,166.0,108.3,48.2,2.66,81.3,280.3,Poor
0.0,14.1,76.6,37.1,0.75,32.9,98.8,Satisfactory
76.1,112.0,36.7,19.0,1.37,11.0,146.6,Moderate
43.7,91.4,39.9,12.8,0.61,31.8,90.3,Satisfactory
0.0,0.0,19.8,9.2,0.44,0.0,24.2,Good
17.3,7.7,19.2,17.3,1.47,26.0,71.2,Satisfactory
38.6,68.1,51.7,29.2,1.55,48.7,80.2,Satisfactory
47.8,65.2,38.0,8.5,1.34,25.0,77.3,Satisfactory
2.8,0.0,19.1,0.0,0.0,0.0,23.6,Good
0.0,0.0,19.0,0.5,0.52,0.0,26.5,Good
44.1,95.5,5.8,8.6,0.24,15.2,94.6,Satisfactory
65.2,84.6,31.2,10.0,0.95,68.2,114.7,Moderate
52.3,96.2,40.2,4.1,1.05,17.9,96.5,Satisfactory
31.9,46.2,22.3,12.8,0.64,11.3,52.0,Satisfactory
137.4,205.3,105.6,32.2,2.88,133.6,314.8,Very Poor
0.0,0.0,0.0,2.0,0.98,22.6,46.0,Good
11.8,32.0,0.0,22.1,0.77,36.8,37.3,Good
46.2,63.7,31.4,0.0,0.18,12.0,72.8,Satisfactory
53.8,66.2,16.2,13.9,0.73,27.6,87.5,Satisfactory
145.3,232.3,90.1,54.0,1.94,113.2,316.1,Very Poor
48.5,88.7,55.6,10.7,1.46,71.0,89.3,Satisfactory
47.9,75.7,0.0,12.4,0.91,52.0,82.0,Satisfactory
53.7,80.1,43.0,27.9,1.2,43.6,90.6,Satisfactory
39.5,61.5,52.2,10.8,1.5,6.9,76.9,Satisfactory
27.3,54.5,15.3,0.0,0.79,33.3,56.1,Satisfactory
43.2,91.8,22.8,0.0,0.71,28.3,94.7,Satisfactory
51.2,82.2,50.9,22.9,1.22,36.2,86.6,Satisfactory
30.6,61.9,22.8,6.3,1.03,59.6,60.1,Satisfactory
84.2,137.6,94.4,41.2,2.0,120.3,178.1,Moderate
18.6,34.8,26.6,11.6,1.4,38.7,67.7,Satisfactory
169.8,307.0,99.5,37.9,2.82,116.2,332.6,Very Poor
19.0,34.9,33.2,14.9,1.02,38.8,52.4,Satisfactory
46.9,103.4,36.6,37.5,0.0,19.9,96.0,Satisfactory
7.6,17.9,40.9,0.0,0.0,5.6,45.1,Good
147.0,255.1,88.4,23.2,2.48,142.9,321.9,Very Poor
89.8,137.3,0.0,7.7,0.6,47.7,199.5,Moderate
49.9,52.2,55.0,25.2,1.27,55.4,85.2,Satisfactory
40.8,61.2,0.2,21.8,0.5,28.6,65.6,Satisfactory
72.8,167.9,64.0,34.6,0.85,42.0,136.7,Moderate
58.7,97.0,51.7,19.1,1.66,80.3,93.0,Satisfactory
48.0,101.5,70.2,13.0,1.04,20.2,101.6,Moderate
80.5,122.4,73.9,30.5,2.04,60.3,170.5,Moderate
83.6,101.5,42.5,27.9,1.71,41.2,181.8,Moderate
14.7,45.8,5.3,7.1,0.18,0.0,44.6,Good
11.9,47.0,0.0,19.1,0.25,32.2,47.3,Good
38.4,77.5,11.5,28.2,0.78,39.4,81.2,Satisfactory
57.4,120.8,43.2,24.7,1.6,35.0,111.5,Moderate
66.2,98.9,25.0,16.3,1.41,19.5,125.5,Moderate
11.4,17.1,0.0,9.5,0.32,22.8,22.4,Good
75.7,135.6,17.0,30.6,0.72,35.0,155.5,Moderate
43.4,66.8,17.1,14.9,0.36,27.4,77.3,Satisfactory
75.4,139.6,57.8,25.1,1.3,69.9,151.1,Moderate
40.6,83.2,8.7,11.3,0.12,2.0,83.4,Satisfactory
94.8,156.0,81.5,51.9,2.49,105.1,218.8,Poor
27.8,33.2,13.5,12.2,1.09,34.8,55.2,Satisfactory
16.0,43.4,16.2,0.9,0.0,3.3,42.0,Good
49.2,78.6,27.1,18.0,0.97,60.7,74.7,Satisfactory
59.9,111.5,44.5,0.0,0.0,46.4,108.4,Moderate
20.2,31.9,18.6,18.9,0.0,17.9,30.3,Good
14.8,31.6,12.7,11.6,1.29,5.4,65.4,Satisfactory
5.9,9.3,45.7,0.3,1.1,72.4,73.6,Satisfactory
67.7,87.0,4.6,2.2,1.56,28.1,130.1,Moderate
40.4,53.4,38.5,14.3,0.07,38.3,74.0,Satisfactory
43.4,89.8,31.1,3.1,0.96,55.7,87.3,Satisfactory
46.5,90.3,7.7,13.6,0.21,13.8,91.8,Satisfactory
81.0,124.9,26.0,8.8,0.16,13.4,164.0,Moderate
16.0,23.2,17.5,26.9,0.0,38.2,41.1,Good
83.2,102.8,74.6,32.1,1.81,56.4,173.0,Moderate
13.8,45.3,0.0,0.0,0.42,0.0,42.9,Good
51.0,63.3,0.0,0.0,0.04,29.6,84.4,Satisfactory
32.7,61.5,33.8,9.9,1.34,12.5,70.5,Satisfactory
0.0,0.0,0.6,16.4,0.06,33.0,38.1,Good
70.0,149.5,34.7,33.5,1.66,74.5,131.3,Moderate
38.0,31.8,42.1,15.9,1.81,55.5,88.7,Satisfactory
18.5,16.4,3.6,0.0,0.38,10.0,25.9,Good
5.9,15.7,20.9,12.8,0.51,0.0,26.9,Good
101.9,157.3,52.5,19.3,1.67,30.2,238.1,Poor
50.1,81.4,0.0,34.4,0.99,19.5,83.9,Satisfactory
81.5,101.2,45.9,19.1,0.84,67.9,173.5,Moderate
65.5,124.0,64.6,12.4,1.11,45.7,121.7,Moderate
96.9,199.3,68.1,17.2,1.73,62.5,225.4,Poor
39.6,64.1,2.0,5.4,0.0,0.0,66.7,Satisfactory
54.2,85.1,0.0,27.7,0.3,60.1,93.1,Satisfactory
26.8,41.5,29.5,9.2,0.0,0.0,45.3,Good
66.8,115.8,47.9,22.6,1.81,37.9,123.2,Moderate
13.7,38.9,0.0,7.0,0.6,44.9,43.4,Good
8.0,28.0,16.4,18.7,0.5,0.0,24.0,Good
56.9,118.2,40.6,25.6,0.55,11.9,114.7,Moderate
140.4,249.0,107.3,56.9,2.91,126.9,317.2,Very Poor
30.8,52.9,0.0,16.5,0.0,20.7,50.4,Satisfactory
29.1,54.2,3.3,14.8,0.36,22.9,51.3,Satisfactory
27.4,33.8,0.0,16.8,0.0,0.0,42.9,Good
14.9,18.9,33.7,20.9,0.97,48.2,48.4,Good
59.4,81.1,49.3,16.9,1.35,71.9,100.1,Moderate
0.0,0.0,28.1,11.0,1.4,38.6,73.3,Satisfactory
97.5,163.9,59.5,17.2,1.93,52.2,225.5,Poor
125.9,181.9,117.2,25.8,2.34,117.4,306.3,Very Poor
39.5,72.9,48.9,22.4,1.28,15.7,72.7,Satisfactory
72.0,92.9,61.8,15.3,2.42,47.1,140.6,Moderate
13.1,31.1,24.8,0.0,1.09,15.3,52.5,Satisfactory
36.0,56.2,24.7,2.2,1.75,23.7,90.0,Satisfactory
32.5,55.6,9.2,17.9,0.87,33.4,54.2,Satisfactory
56.4,84.3,19.4,25.9,1.64,59.4,97.9,Satisfactory
96.5,156.7,76.5,39.1,1.01,59.9,220.7,Poor
27.8,51.5,0.0,20.4,0.1,16.1,50.5,Satisfactory
37.2,59.5,21.2,31.3,0.4,50.4,63.1,Satisfactory
43.2,79.8,18.4,0.0,0.09,22.7,82.3,Satisfactory
13.1,21.8,0.0,0.0,1.25,37.6,61.7,Satisfactory
105.8,160.0,51.5,9.8,1.45,60.0,254.5,Poor
176.3,304.6,83.3,34.6,2.76,94.0,347.8,Very Poor
12.3,28.2,9.6,0.0,1.19,0.0,59.7,Satisfactory
107.3,197.9,95.2,33.4,3.05,90.7,259.8,Poor
100.1,189.2,43.4,40.7,1.21,44.3,235.7,Poor
5.0,0.0,10.8,8.4,0.84,25.5,41.2,Good
74.0,130.1,45.0,16.1,0.84,78.3,148.5,Moderate
39.5,81.6,42.3,13.6,0.54,46.9,82.8,Satisfactory
49.1,132.5,45.8,21.2,0.9,55.1,123.2,Moderate
0.0,31.7,15.2,1.1,1.16,15.4,54.2,Satisfactory
77.0,113.8,66.4,18.1,1.58,37.7,158.8,Moderate
16.0,31.2,54.1,15.1,1.13,67.0,70.9,Satisfactory
126.9,170.2,81.9,38.7,2.79,80.1,309.1,Very Poor
91.2,114.7,62.1,29.8,1.06,70.0,200.5,Poor
72.9,133.8,37.4,32.5,1.57,18.6,145.5,Moderate
12.5,8.3,56.2,28.9,0.71,45.4,78.5,Satisfactory
11.9,0.0,9.4,3.3,0.16,12.7,20.6,Good
0.0,0.0,19.3,0.0,0.0,29.8,31.3,Good
40.9,56.6,4.1,6.6,1.17,63.5,66.8,Satisfactory
14.2,30.4,32.6,11.5,1.5,17.5,76.9,Satisfactory
12.4,5.0,11.8,5.4,0.48,16.7,26.4,Good
62.1,143.0,41.0,2.1,1.13,47.4,122.9,Moderate
19.9,50.0,2.2,0.0,0.4,28.7,49.6,Good
74.9,137.3,43.6,30.8,0.25,116.0,151.2,Moderate
45.0,88.5,42.2,15.3,0.77,25.5,86.1,Satisfactory
0.0,0.0,14.9,5.6,0.43,4.6,30.9,Good
69.2,89.1,12.8,0.6,1.06,21.4,133.6,Moderate
26.9,35.1,0.0,10.8,0.68,5.5,42.5,Good
164.2,275.9,69.7,38.3,2.58,88.7,334.0,Very Poor
66.2,113.3,22.1,3.8,0.33,27.5,122.5,Moderate
36.6,60.9,0.0,0.8,1.02,31.5,61.4,Satisfactory
33.6,46.5,48.3,26.9,1.67,41.1,85.4,Satisfactory
46.3,79.3,15.6,0.0,0.29,36.9,72.7,Satisfactory
97.4,148.4,52.0,38.3,2.05,37.0,226.4,Poor
13.9,49.6,27.6,0.0,0.0,7.3,50.9,Satisfactory
108.6,200.9,56.9,12.1,1.46,86.2,261.8,Poor
28.1,42.3,16.6,0.0,0.24,0.0,50.1,Satisfactory
63.5,74.6,36.9,5.1,0.82,37.5,115.7,Moderate
44.3,55.9,41.3,16.9,0.77,46.3,78.8,Satisfactory
79.7,127.0,20.5,32.8,1.5,76.3,163.6,Moderate
17.0,41.3,58.7,14.1,0.0,6.5,72.0,Satisfactory
22.4,26.7,43.7,18.9,0.47,32.2,59.5,Satisfactory
32.7,55.5,4.3,0.0,1.38,18.1,70.2,Satisfactory
0.0,0.0,46.2,0.0,0.0,6.2,61.6,Satisfactory
78.3,131.3,60.1,33.2,2.76,108.7,158.9,Moderate
24.5,56.0,25.4,5.9,1.25,56.4,56.5,Satisfactory
41.6,89.9,33.3,17.4,0.7,10.7,86.5,Satisfactory
60.8,90.1,23.0,0.6,1.21,30.9,102.8,Moderate
164.2,249.2,84.7,50.1,1.86,114.0,334.3,Very Poor
162.9,277.1,73.1,45.4,2.68,88.6,335.8,Very Poor
178.5,293.8,77.3,25.8,2.29,82.2,350.1,Very Poor
0.0,0.0,0.5,6.7,0.87,25.0,44.5,Good
79.6,139.5,52.7,15.3,1.6,55.4,172.8,Moderate
90.9,142.4,77.1,20.1,0.77,81.3,198.9,Moderate
123.3,167.7,87.0,50.9,2.3,104.5,302.5,Very Poor
29.8,67.8,18.5,14.4,0.56,24.1,63.0,Satisfactory
79.0,132.5,42.1,20.3,1.83,85.7,162.1,Moderate
58.0,93.7,62.1,5.5,1.1,24.4,94.0,Satisfactory
41.8,66.3,11.0,16.7,0.0,33.2,69.7,Satisfactory
60.4,101.8,40.5,14.7,1.71,39.5,100.0,Satisfactory
58.1,78.8,24.2,24.8,1.57,69.4,95.5,Satisfactory
116.3,176.5,82.5,46.1,2.18,144.6,285.6,Poor
17.2,4.1,5.6,16.3,0.19,0.0,31.4,Good
23.3,37.4,47.7,14.3,0.94,4.9,56.6,Satisfactory
19.2,29.6,18.0,9.6,0.61,20.8,30.6,Good
18.6,0.0,8.6,0.0,1.83,0.0,90.1,Satisfactory
86.3,181.2,59.6,15.4,1.43,71.2,193.9,Moderate
91.5,152.6,50.5,17.6,1.94,78.1,208.0,Poor
41.7,78.5,34.4,4.3,0.57,25.7,74.1,Satisfactory
25.7,32.7,3.6,34.2,1.47,19.4,74.1,Satisfactory
50.3,108.1,19.8,0.6,1.2,60.8,113.1,Moderate
88.3,128.2,29.9,13.4,1.17,66.6,192.4,Moderate
91.2,194.1,58.2,13.8,2.24,52.9,206.7,Poor
28.3,63.6,47.8,12.3,0.88,50.2,65.7,Satisfactory
23.6,47.3,20.3,3.4,0.9,12.4,44.8,Good
37.5,39.5,7.9,18.3,0.0,18.8,60.5,Satisfactory
126.8,213.8,84.7,42.1,2.91,114.5,301.6,Very Poor
135.5,243.4,91.0,43.9,2.38,114.4,313.4,Very Poor
7.1,13.5,45.9,6.3,0.59,24.7,55.0,Satisfactory
86.7,128.1,36.2,30.3,0.71,53.8,188.0,Moderate
165.5,217.4,55.0,24.0,2.66,122.3,336.1,Very Poor
140.2,241.5,79.9,52.9,1.82,91.9,310.1,Very Poor
126.5,193.1,74.1,42.1,1.89,137.3,304.1,Very Poor
41.2,50.5,35.6,25.3,1.78,79.8,96.5,Satisfactory
87.0,181.1,79.6,38.1,2.33,91.8,195.1,Moderate
132.5,244.2,108.3,28.9,1.97,66.4,307.5,Very Poor
21.2,43.0,14.2,0.0,0.76,19.8,45.2,Good
19.2,16.9,0.0,2.0,0.63,16.8,29.5,Good
78.1,117.1,68.8,20.7,1.3,49.7,163.0,Moderate
65.3,90.5,43.4,14.2,1.58,41.2,120.5,Moderate
130.2,218.6,87.7,36.3,1.75,96.3,306.0,Very Poor
0.0,11.9,22.3,0.0,0.33,38.7,39.7,Good
16.8,11.6,3.9,13.6,0.25,0.0,33.3,Good
172.0,245.4,113.6,32.9,3.13,138.0,338.1,Very Poor
36.4,50.1,37.9,24.9,0.47,0.0,60.7,Satisfactory
85.8,126.7,74.7,29.8,1.37,55.0,185.4,Moderate
74.7,90.3,44.5,33.6,1.07,36.7,149.2,Moderate
52.6,90.2,17.3,10.2,0.63,55.4,89.1,Satisfactory
59.7,100.7,2.2,0.0,1.16,29.1,102.1,Moderate
92.7,175.6,44.7,34.4,1.03,14.4,208.3,Poor
129.2,229.9,91.9,56.0,1.88,120.1,308.9,Very Poor
54.3,36.8,16.8,7.4,1.22,22.7,87.9,Satisfactory
29.8,54.0,26.3,26.9,0.47,61.3,61.9,Satisfactory
141.2,251.9,72.2,40.5,2.02,129.0,321.4,Very Poor
75.4,136.7,2.9,34.4,1.07,25.2,155.3,Moderate
107.0,129.6,51.0,11.5,1.6,86.0,256.7,Poor
57.5,70.2,39.2,14.3,1.19,56.8,97.9,Satisfactory
9.4,16.9,6.8,2.3,0.0,0.0,14.9,Good
45.9,94.0,43.3,30.4,1.04,58.4,91.8,Satisfactory
85.8,109.1,45.8,29.4,0.56,29.9,183.6,Moderate
49.7,91.3,23.8,15.1,1.07,31.2,91.0,Satisfactory
27.7,39.2,18.3,8.2,0.0,7.4,48.9,Good
78.8,115.9,78.5,36.4,1.61,54.8,154.9,Moderate
0.0,0.0,7.2,0.0,0.0,24.5,29.7,Good
130.0,213.9,93.5,36.6,3.07,113.0,308.6,Very Poor
72.1,102.9,46.9,28.3,1.95,53.8,131.7,Moderate
69.2,109.0,51.5,28.5,1.31,31.5,130.9,Moderate
98.4,140.1,103.2,43.6,3.33,96.6,227.7,Poor
113.6,209.0,65.8,39.1,1.92,123.9,280.7,Poor
21.3,44.5,49.5,6.5,0.04,71.5,67.5,Satisfactory
78.4,137.1,44.5,16.5,1.39,44.9,161.5,Moderate
120.5,179.8,106.8,39.0,2.01,106.6,300.6,Very Poor
0.0,25.7,19.9,2.0,0.0,12.9,27.5,Good
6.2,9.3,6.9,0.0,0.85,21.0,40.0,Good
116.0,225.6,36.5,34.6,1.76,72.9,285.3,Poor
127.6,252.5,96.3,25.0,2.42,144.4,303.6,Very Poor
65.9,79.0,33.8,3.9,1.44,67.7,119.6,Moderate
76.9,141.3,43.4,23.2,1.85,93.2,154.4,Moderate
20.0,35.0,0.0,0.0,0.54,7.3,35.6,Good
0.0,0.0,11.3,0.0,1.06,0.0,52.2,Satisfactory
21.2,32.9,40.8,14.3,1.1,15.4,50.7,Satisfactory
3.4,36.3,15.1,0.0,1.3,11.7,67.3,Satisfactory
1.3,9.0,6.7,6.3,0.71,0.0,33.4,Good
35.0,39.4,9.9,11.9,0.31,53.8,53.1,Satisfactory
43.9,76.0,30.1,11.2,0.79,97.0,96.2,Satisfactory
25.6,51.8,29.7,7.4,0.0,7.8,59.9,Satisfactory
13.4,42.4,33.6,8.2,0.0,0.0,44.4,Good
39.2,43.1,28.5,16.7,0.28,58.9,63.5,Satisfactory
44.5,61.0,72.4,23.6,1.5,42.9,93.0,Satisfactory
31.5,76.4,0.0,0.1,0.54,0.0,71.9,Satisfactory
0.0,43.9,13.1,4.8,0.56,39.9,42.5,Good
0.0,23.6,0.0,0.8,0.21,2.4,27.3,Good
66.6,99.5,19.0,7.4,0.49,21.9,120.7,Moderate
50.8,109.6,27.7,29.8,1.15,71.4,99.2,Satisfactory
69.8,98.2,53.1,6.6,0.42,0.0,131.8,Moderate
104.2,141.7,94.8,54.1,1.85,131.6,247.4,Poor
63.8,102.9,43.9,5.1,0.65,31.5,104.1,Moderate
26.3,78.5,46.9,18.1,0.72,17.1,80.9,Satisfactory
94.5,137.8,71.5,56.5,2.72,122.9,215.3,Poor
61.9,96.6,45.7,18.0,0.36,19.1,106.7,Moderate
0.0,18.4,4.3,26.4,1.96,8.6,100.1,Moderate
12.2,14.0,19.4,14.3,0.06,38.3,33.3,Good
0.0,2.0,12.4,0.0,0.76,25.6,40.8,Good
166.7,256.3,75.8,65.1,2.66,82.5,340.0,Very Poor
80.5,147.2,43.1,35.8,1.56,78.7,161.9,Moderate
23.9,24.9,15.6,10.9,0.0,47.5,53.4,Satisfactory
49.9,78.4,28.6,18.3,0.64,45.8,84.0,Satisfactory
36.8,34.0,25.0,7.7,0.94,0.0,62.7,Satisfactory
18.6,12.8,19.8,11.9,1.26,28.6,58.2,Satisfactory
64.0,105.7,35.2,5.4,1.93,38.9,112.9,Moderate
151.3,313.5,83.9,40.8,2.7,131.4,319.5,Very Poor
17.1,20.0,0.0,1.8,0.61,0.0,26.3,Good
43.4,86.7,40.3,23.5,1.45,79.0,85.6,Satisfactory
43.9,81.0,0.0,0.0,1.05,35.4,79.9,Satisfactory
95.1,162.1,67.4,52.4,1.86,66.0,219.1,Poor
59.8,109.4,39.5,37.0,1.99,55.1,108.0,Moderate
101.8,206.3,76.4,31.2,2.19,83.3,243.4,Poor
19.1,27.9,30.3,7.3,0.31,8.3,37.0,Good
0.0,4.0,11.4,13.5,0.41,11.7,17.7,Good
164.9,268.8,91.5,36.8,2.35,114.6,331.2,Very Poor
85.0,163.5,39.1,31.3,1.2,85.8,179.5,Moderate
2.8,10.2,24.3,0.0,0.64,8.1,31.5,Good
81.0,133.2,40.3,37.7,2.31,48.7,165.5,Moderate
18.6,60.7,0.0,0.0,0.9,3.6,60.9,Satisfactory
61.1,80.5,38.2,19.9,0.73,36.3,102.6,Moderate
34.7,39.5,16.4,5.3,1.2,44.0,59.6,Satisfactory
0.0,2.2,25.1,0.0,0.0,46.6,44.8,Good
56.2,48.0,22.3,0.8,1.01,29.7,93.2,Satisfactory
53.8,110.5,47.4,8.7,2.54,63.8,104.7,Moderate
100.5,171.1,68.2,15.2,1.22,84.2,226.7,Poor
39.0,52.5,22.6,8.5,0.29,80.8,86.4,Satisfactory
109.6,127.7,51.1,19.4,2.05,67.5,263.9,Poor
15.9,25.3,10.1,11.3,1.53,59.0,76.2,Satisfactory
44.0,83.5,30.6,29.9,1.97,52.4,99.6,Satisfactory
34.7,53.8,42.5,7.7,0.87,19.9,59.0,Satisfactory
53.3,80.0,2.9,11.0,0.63,27.8,83.8,Satisfactory
62.1,125.6,32.5,10.1,0.0,62.8,113.1,Moderate
124.3,157.3,109.2,51.7,2.56,116.2,301.5,Very Poor
134.8,239.7,95.4,40.4,3.01,108.2,308.1,Very Poor
40.4,71.1,9.9,14.6,0.9,38.7,73.8,Satisfactory
38.4,40.0,22.5,20.5,0.2,10.2,68.4,Satisfactory
87.0,141.9,38.1,14.7,1.39,53.3,189.4,Moderate
103.2,156.1,104.9,24.5,3.13,93.8,246.5,Poor
119.5,162.0,68.5,33.2,2.72,54.4,301.1,Very Poor
39.9,69.5,47.6,9.1,0.13,24.7,71.4,Satisfactory
31.2,71.5,21.4,11.1,0.78,36.7,73.6,Satisfactory
33.1,51.7,26.3,12.6,0.76,35.6,55.4,Satisfactory
44.9,50.2,93.7,15.6,0.88,79.7,107.5,Moderate
37.3,33.7,5.5,23.0,1.4,24.7,72.2,Satisfactory
41.8,86.4,39.7,21.7,1.43,61.2,89.7,Satisfactory
157.5,282.6,104.5,47.6,2.67,128.1,329.1,Very Poor
12.9,1.9,4.3,4.7,0.58,40.4,40.3,Good
49.6,62.0,51.9,10.1,1.23,46.9,85.0,Satisfactory
0.0,3.9,17.0,0.0,0.18,25.1,26.6,Good
158.7,241.3,90.7,48.4,2.59,73.9,330.8,Very Poor
37.3,78.6,19.4,3.7,0.0,0.0,82.6,Satisfactory
20.8,32.4,19.6,0.0,1.11,42.1,54.1,Satisfactory
127.7,193.7,65.8,30.6,2.71,103.5,301.9,Very Poor
72.4,106.3,50.1,12.2,2.01,80.7,138.6,Moderate
9.2,9.1,0.0,9.4,0.22,34.4,31.1,Good
29.6,27.3,42.9,7.0,0.9,27.4,49.9,Good
162.3,222.9,75.3,39.2,2.91,96.7,332.6,Very Poor
35.7,31.6,37.2,24.4,0.38,30.1,60.4,Satisfactory
12.3,32.1,0.0,2.7,0.71,65.0,64.3,Satisfactory
49.9,87.0,38.4,35.6,1.89,44.5,95.7,Satisfactory
43.1,62.4,58.6,12.3,2.09,59.8,105.0,Moderate
27.8,21.4,33.4,21.5,0.8,0.0,45.5,Good
29.8,92.3,0.0,9.4,0.19,13.5,91.2,Satisfactory
58.1,105.0,27.4,14.2,0.44,46.6,104.7,Moderate
73.6,139.3,41.7,34.2,1.08,78.9,143.6,Moderate
21.5,9.4,25.3,14.8,0.66,3.4,33.4,Good
144.3,244.0,94.0,36.5,2.5,81.9,318.4,Very Poor
100.2,169.2,72.2,24.1,2.3,64.6,236.3,Poor
53.6,98.3,26.0,0.8,1.91,25.6,98.8,Satisfactory
41.1,66.4,0.0,3.1,0.48,9.6,63.9,Satisfactory
35.8,89.6,14.8,16.7,0.73,11.4,94.0,Satisfactory
29.6,38.9,18.9,0.0,1.71,9.2,85.7,Satisfactory
69.0,123.3,39.9,27.9,1.17,69.1,132.2,Moderate
61.3,110.4,28.0,24.9,2.02,6.2,106.3,Moderate
19.2,5.8,17.5,5.6,0.03,0.0,33.2,Good
107.1,127.0,58.9,22.1,1.18,49.8,255.8,Poor
4.6,10.7,6.0,5.6,0.0,50.9,48.4,Good
64.6,111.1,38.0,37.1,1.66,70.1,114.3,Moderate
84.9,126.4,33.0,41.4,1.5,71.0,185.6,Moderate
119.4,189.3,47.4,36.8,2.18,84.9,297.3,Poor
122.0,217.8,93.5,45.2,3.11,125.5,301.6,Very Poor
0.1,0.0,16.0,13.2,0.33,15.3,20.5,Good
3.4,0.0,19.1,0.0,0.24,24.3,25.9,Good
56.4,83.6,39.6,37.9,1.49,20.6,89.8,Satisfactory
42.3,19.8,33.9,3.1,0.9,43.6,74.9,Satisfactory
47.7,88.5,26.8,31.4,1.27,46.4,91.8,Satisfactory
70.2,110.6,15.9,11.8,0.32,70.7,139.2,Moderate
0.3,9.8,19.6,14.1,0.53,73.7,70.6,Satisfactory
129.6,207.2,64.5,29.1,2.14,91.6,304.5,Very Poor
52.4,83.7,16.5,11.4,1.02,0.0,80.1,Satisfactory
133.6,260.4,100.3,42.0,2.79,143.3,304.1,Very Poor
50.3,113.2,18.6,13.7,0.86,0.0,105.3,Moderate
92.6,157.7,64.4,24.4,2.16,65.2,208.8,Poor
36.7,84.5,11.0,3.0,1.18,33.2,83.1,Satisfactory
52.8,93.7,51.1,29.7,0.7,59.6,90.9,Satisfactory
23.9,25.6,26.1,4.9,1.19,27.5,55.5,Satisfactory
0.0,17.8,0.0,7.8,0.0,0.0,17.8,Good
31.1,39.6,36.4,21.5,0.54,5.1,51.8,Satisfactory
0.7,0.0,0.0,7.1,0.55,0.0,30.4,Good
6.6,0.0,19.5,32.7,0.41,83.8,85.1,Satisfactory
116.1,234.5,71.2,36.5,2.66,75.5,287.2,Poor
51.9,84.4,25.5,0.0,1.28,53.7,87.2,Satisfactory
92.3,168.0,80.1,30.8,2.84,123.3,203.7,Poor
32.9,57.6,17.0,11.0,0.03,38.7,57.4,Satisfactory
75.8,144.0,18.5,13.0,1.35,105.6,149.1,Moderate
51.0,61.7,11.1,13.6,0.1,53.9,85.2,Satisfactory
29.4,49.8,0.0,2.4,0.0,0.0,43.5,Good
158.8,210.2,105.5,54.7,2.0,88.2,337.5,Very Poor
33.8,63.2,34.5,6.8,0.0,8.6,63.3,Satisfactory
0.0,0.0,24.8,8.5,0.36,32.6,34.0,Good
37.0,53.7,21.6,23.6,1.49,54.2,69.1,Satisfactory
63.7,92.5,38.5,0.7,1.43,5.7,110.2,Moderate
74.0,112.9,68.0,15.0,1.4,39.6,148.0,Moderate
11.2,23.2,20.1,0.2,0.32,13.8,27.6,Good
14.3,49.1,40.7,17.6,1.03,15.5,52.7,Satisfactory
38.0,91.4,0.0,0.0,1.01,9.5,89.4,Satisfactory
50.2,60.2,27.7,13.4,1.13,54.2,86.5,Satisfactory
63.5,98.5,20.1,13.9,1.04,50.7,106.2,Moderate
14.8,36.6,22.6,13.8,1.16,42.1,62.2,Satisfactory
70.9,154.2,39.0,10.9,1.04,34.3,133.7,Moderate
37.7,82.9,19.6,14.3,1.41,43.0,83.8,Satisfactory
19.5,7.1,20.0,19.0,0.35,67.1,70.8,Satisfactory
13.1,32.9,0.0,0.0,0.74,6.7,38.5,Good
11.6,21.9,26.6,1.3,0.26,54.4,55.6,Satisfactory
69.0,124.9,47.9,25.7,2.54,78.7,134.7,Moderate
54.0,76.2,13.9,10.2,0.74,67.1,83.7,Satisfactory
59.5,111.4,39.0,26.5,1.24,76.2,109.2,Moderate
74.9,116.4,42.2,22.9,0.51,67.8,143.9,Moderate
53.4,88.7,0.0,17.9,0.7,0.0,97.1,Satisfactory
40.7,60.1,26.1,15.0,0.69,47.7,66.7,Satisfactory
45.5,42.3,13.3,15.6,1.5,16.0,79.0,Satisfactory
33.3,47.5,38.3,9.6,0.42,25.4,55.4,Satisfactory
53.6,90.4,30.9,27.1,0.8,31.3,92.2,Satisfactory
134.0,185.8,78.8,38.7,3.32,45.6,311.9,Very Poor
32.0,44.6,32.6,18.8,1.13,0.0,60.8,Satisfactory
63.2,102.9,61.9,22.1,0.52,88.4,108.5,Moderate
36.2,56.5,36.2,0.6,0.47,32.7,66.1,Satisfactory
